originLocation,destinationLocation,equipmentType,carrier,productType,rateType,effectiveDate,expirationDate,miles,fsc,grouping,equipCarCost,equipPerTonCost,totalCost,pvtCarCost,pvtPerTonCost,pvtTotalCost,costPerMile,last_update_date,color,id
"KANSAS CITY, MO","WEYBURN, SK",SINGLE,CPRS,DAP,C,2023-07-01,2024-06-30,1285,6.36,"",5045,52.01,58.37,4586,,53.64,0.0454,2023-07-01,grey,KANSAS CITY|#|MO|#|WEYBURN|#|SK|#|CPRS|#|SINGLE|#|DAP|#|C|#|2023-07-01|#|2024-06-30|#|
"ENID, OK","IDABEL, OK",SINGLE,UP,SUPERU,T,2023-07-01,2024-06-30,379,1.95,OK - KRR,3350,34.54,36.49,2991,30.84,32.79,0.0963,2023-07-01,red,ENID|#|OK|#|IDABEL|#|OK|#|UP|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2024-06-30|#|OK - KRR
"CHARLOTTE, NC","STATESVILLE, NC",SINGLE,NS,UREA,T,2023-08-01,,45,0.24,,,23.3,23.54,,16.49,16.73,0.5231,2023-08-01,grey,CHARLOTTE|#|NC|#|STATESVILLE|#|NC|#|NS|#|SINGLE|#|UREA|#|T|#|2023-08-01|#||#|
"ENID, OK","NORTH LAPWAI, ID",SINGLE,UP,SUPERU,T,2023-07-01,2024-06-30,2026,10.44,WA - SPOKANE,9136,94.19,104.63,8158,84.1,94.55,0.0516,2023-07-01,red,ENID|#|OK|#|NORTH LAPWAI|#|ID|#|UP|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2024-06-30|#|WA - SPOKANE
"SAINT JOHN, NB","MIRAMICHI, NB",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,161,,,,,,5466,70.08,71.54,0.4443,2023-01-01,grey,SAINT JOHN|#|NB|#|MIRAMICHI|#|NB|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"CHICAGO, IL","MUSKEGON, MI",SINGLE,CSXT-HOLND-MS,UAN,T,2023-07-01,2024-06-30,176,,PF - MI GRAND RAPIDS,,,,3278,33.45,33.45,0.1901,2023-07-01,grey,CHICAGO|#|IL|#|MUSKEGON|#|MI|#|CSXT-HOLND-MS|#|SINGLE|#|UAN|#|T|#|2023-07-01|#|2024-06-30|#|PF - MI GRAND RAPIDS
"SLINGER, WI","MARKESAN, WI",SINGLE,WSOR,10-34-0,T,2023-08-01,2024-07-31,55,,,,,,,10.67,11.14,0.2026,2023-08-01,grey,SLINGER|#|WI|#|MARKESAN|#|WI|#|WSOR|#|SINGLE|#|10-34-0|#|T|#|2023-08-01|#|2024-07-31|#|
"ENID, OK","BAYARD, IA",85 UT,BNSF,SUPERU,T,2023-07-01,2023-12-31,619,2.11,85 UT,,24.03,26.14,,22.83,24.94,0.0422,2023-07-01,orange,ENID|#|OK|#|BAYARD|#|IA|#|BNSF|#|85 UT|#|SUPERU|#|T|#|2023-07-01|#|2023-12-31|#|85 UT
"NEW ORLEANS, LA","LUMBERTON, NC",SINGLE,CSXT,MAP,T,2023-03-01,2024-02-29,863,,"",5292,54.56,54.56,4834,,49.84,0.0632,2023-03-01,blue,NEW ORLEANS|#|LA|#|LUMBERTON|#|NC|#|CSXT|#|SINGLE|#|MAP|#|T|#|2023-03-01|#|2024-02-29|#|
"ST LOUIS (ALL), MO","ST ANNE, IL",SINGLE,UP,MAP,T,2023-07-01,2024-06-30,231,1.19,IL - CHICAGO,3423,35.29,36.48,3057,,32.71,0.1579,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|ST ANNE|#|IL|#|UP|#|SINGLE|#|MAP|#|T|#|2023-07-01|#|2024-06-30|#|IL - CHICAGO
"ENID, OK","ELSIE, NE",SINGLE,BNSF,UREA,T,2023-07-01,2023-12-31,811,2.76,PT TO PT,,40.08,42.84,,38.05,40.81,0.0528,2023-07-01,orange,ENID|#|OK|#|ELSIE|#|NE|#|BNSF|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"ENID, OK","WAC, NE",SINGLE,BNSF,SUPERU,T,2023-07-01,2023-12-31,681,2.32,PT TO PT,,30.96,33.28,,30.18,32.5,0.0489,2023-07-01,orange,ENID|#|OK|#|WAC|#|NE|#|BNSF|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"BRANDON, MB","SHAWANO, WI",SINGLE,CN,10-34-0,C,2023-10-06,2023-12-31,845,,,,,,4985,50.87,55.99,0.0663,2023-10-06,grey,BRANDON|#|MB|#|SHAWANO|#|WI|#|CN|#|SINGLE|#|10-34-0|#|C|#|2023-10-06|#|2023-12-31|#|
"ROSEPORT, MN","NORTH TOMAH, WI",SINGLE,UP,ATS,T,2023-07-01,2024-06-30,190,,WI - NORTH,,,,2735,27.91,28.88,0.152,2023-07-01,red,ROSEPORT|#|MN|#|NORTH TOMAH|#|WI|#|UP|#|SINGLE|#|ATS|#|T|#|2023-07-01|#|2024-06-30|#|WI - NORTH
"ENID, OK","WOLSEY, SD",SINGLE,BNSF,UREA,T,2023-07-01,2023-12-31,833,2.83,R11 TO RCPE,,47.85,50.68,,33.52,36.35,0.0608,2023-07-01,orange,ENID|#|OK|#|WOLSEY|#|SD|#|BNSF|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|R11 TO RCPE
"ROSEPORT, MN","MONTE VISTA, CO",SINGLE,UP - MTVIS - SLC,ATS,F,2023-07-01,2024-06-30,1218,,,,,,,,78.78,0.0647,2023-07-01,grey,ROSEPORT|#|MN|#|MONTE VISTA|#|CO|#|UP - MTVIS - SLC|#|SINGLE|#|ATS|#|F|#|2023-07-01|#|2024-06-30|#|
"BEAUMONT, TX","EL PASO, TX",SINGLE,UP,AMMONIA,C,2023-01-01,2023-12-31,900,,TX - EAGLE PASS,,,,7150,91.67,97.44,0.1083,2023-01-01,red,BEAUMONT|#|TX|#|EL PASO|#|TX|#|UP|#|SINGLE|#|AMMONIA|#|C|#|2023-01-01|#|2023-12-31|#|TX - EAGLE PASS
"BRANDON, MB","HENSALL, ON",SINGLE,CN-STFOD-GEXR,UAN,C,2023-01-01,2023-12-31,1439,,,,,,7578,85.15,96.6,0.0671,2023-01-01,grey,BRANDON|#|MB|#|HENSALL|#|ON|#|CN-STFOD-GEXR|#|SINGLE|#|UAN|#|C|#|2023-01-01|#|2023-12-31|#|
"ENID, OK","GUADALUPE, CA",SINGLE,UP,SUPERU,T,2023-07-01,2024-06-30,1851,9.54,CA - FRESNO,8527,87.91,97.45,7614,78.49,88.04,0.0526,2023-07-01,red,ENID|#|OK|#|GUADALUPE|#|CA|#|UP|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2024-06-30|#|CA - FRESNO
"ENID, OK","JEWELL, IA",SINGLE,UP,SUPERU,T,2023-07-01,2024-06-30,591,3.05,IA - INTERIOR IOWA HEAVY,4626,47.69,50.74,4130,42.58,45.62,0.0858,2023-07-01,red,ENID|#|OK|#|JEWELL|#|IA|#|UP|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2024-06-30|#|IA - INTERIOR IOWA HEAVY
"CHICAGO, IL","NIVERVILLE, NY",SINGLE,CSXT,UAN,T,2023-07-01,2024-06-30,826,,PF - NY NIVERVILLE,,,,3282,33.49,33.49,0.0405,2023-07-01,blue,CHICAGO|#|IL|#|NIVERVILLE|#|NY|#|CSXT|#|SINGLE|#|UAN|#|T|#|2023-07-01|#|2024-06-30|#|PF - NY NIVERVILLE
"ENID, OK","DORCHESTER, NE",SINGLE,BNSF,AMMONIA,T,2023-09-01,2024-02-29,562,,,,,,,270.1,272.48,0.4848,2023-09-01,orange,ENID|#|OK|#|DORCHESTER|#|NE|#|BNSF|#|SINGLE|#|AMMONIA|#|T|#|2023-09-01|#|2024-02-29|#|
"ENID, OK","YORKTON, SK",SINGLE,BNSF-SUPER-CN,UREA,F,,,1758,,,,,85.79,,,76.99,0.0488,2023-08-16,grey,ENID|#|OK|#|YORKTON|#|SK|#|BNSF-SUPER-CN|#|SINGLE|#|UREA|#|F|#||#||#|
"ENID, OK","FAIRMONT, MN",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,720,3.71,IA - INTERIOR IOWA HEAVY,4626,47.69,51.4,4130,42.58,46.29,0.0714,2023-07-01,red,ENID|#|OK|#|FAIRMONT|#|MN|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|IA - INTERIOR IOWA HEAVY
"ENID, OK","MARICOPA, AZ",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,1282,6.61,AZ - TUCSON,7236,74.6,81.21,6460,66.6,73.21,0.0633,2023-07-01,red,ENID|#|OK|#|MARICOPA|#|AZ|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|AZ - TUCSON
"BRANDON, MB","CORSON, SD",SINGLE,CN-NOYES-BNSF,UAN,F,,,603,,,,,,,,57.91,0.096,2023-07-01,grey,BRANDON|#|MB|#|CORSON|#|SD|#|CN-NOYES-BNSF|#|SINGLE|#|UAN|#|F|#||#||#|
"BRANDON, MB","WAWAKA, IN",SINGLE,CPRS-CHGO-NS,UAN,F,,,1118,,,,,,,,58.34,0.0522,2023-08-01,grey,BRANDON|#|MB|#|WAWAKA|#|IN|#|CPRS-CHGO-NS|#|SINGLE|#|UAN|#|F|#||#||#|
"COUNCIL BLUFFS, IA","ASHTON, ID",SINGLE,UP,DAP,T,2023-07-01,2024-06-30,1157,5.96,ID - IDAHO FALLS,6347,65.43,71.4,5668,,64.4,0.0617,2023-07-01,red,COUNCIL BLUFFS|#|IA|#|ASHTON|#|ID|#|UP|#|SINGLE|#|DAP|#|T|#|2023-07-01|#|2024-06-30|#|ID - IDAHO FALLS
"ENID, OK","MACON, MT",85 UT,BNSF,SUPERU,T,2023-07-01,2023-12-31,1451,4.94,85 UT,,51.97,56.91,,49.37,54.31,0.0392,2023-07-01,orange,ENID|#|OK|#|MACON|#|MT|#|BNSF|#|85 UT|#|SUPERU|#|T|#|2023-07-01|#|2023-12-31|#|85 UT
"ENID, OK","BURT, IA",SINGLE,UP,SUPERU,T,2023-07-01,2024-06-30,562,2.9,IA - INTERIOR IOWA HEAVY,4626,47.69,50.59,4130,42.58,45.47,0.09,2023-07-01,red,ENID|#|OK|#|BURT|#|IA|#|UP|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2024-06-30|#|IA - INTERIOR IOWA HEAVY
"ST LOUIS (ALL), MO","WHITESON, OR",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,2205,11.37,OR - PNWR,10079,103.91,115.27,8999,92.77,104.14,0.0523,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|WHITESON|#|OR|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|OR - PNWR
"ENID, OK","OAKLAND, NE",SINGLE,BNSF,UREA,T,2023-07-01,2023-12-31,574,1.95,PT TO PT,,27.02,28.97,,25.9,27.85,0.0505,2023-07-01,orange,ENID|#|OK|#|OAKLAND|#|NE|#|BNSF|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"MILWAUKEE, WI","PLYMOUTH, WI",SINGLE,WSOR,10-34-0,T,2023-08-01,2024-07-31,54,,,,,,,10.88,11.34,0.2101,2023-08-01,grey,MILWAUKEE|#|WI|#|PLYMOUTH|#|WI|#|WSOR|#|SINGLE|#|10-34-0|#|T|#|2023-08-01|#|2024-07-31|#|
"TRACY, MN","PIERRE, SD",SINGLE,RCPE,ATS,C,2023-07-01,2024-06-30,254,,,,,,1709,17.44,19.51,0.0768,2023-07-01,grey,TRACY|#|MN|#|PIERRE|#|SD|#|RCPE|#|SINGLE|#|ATS|#|C|#|2023-07-01|#|2024-06-30|#|
"HOAG, NE","YUMA, CO",SINGLE,BNSF,AMMONIA,T,2023-09-01,2024-02-29,350,,,,,,,198.05,199.53,0.5701,2023-09-01,orange,HOAG|#|NE|#|YUMA|#|CO|#|BNSF|#|SINGLE|#|AMMONIA|#|T|#|2023-09-01|#|2024-02-29|#|
"SAINT LOUIS, MO","PASCO, WA",SINGLE,BNSF,MAP,T,2023-07-01,2023-12-31,2166,7.37,PT TO PT,,86.84,94.21,,,86.86,0.0435,2023-07-01,orange,SAINT LOUIS|#|MO|#|PASCO|#|WA|#|BNSF|#|SINGLE|#|MAP|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"KANSAS CITY, MO","BYRON, IL",SINGLE,CPRS,UREA,C,2023-07-01,2024-06-30,417,2.06,,1986,20.47,22.54,1805,18.61,20.67,0.054,2023-07-01,grey,KANSAS CITY|#|MO|#|BYRON|#|IL|#|CPRS|#|SINGLE|#|UREA|#|C|#|2023-07-01|#|2024-06-30|#|
"ENID, OK","WEST BOWDLE, SD",SINGLE,BNSF,AMMONIA,T,2023-09-01,2024-02-29,1106,,,,,,,491.53,496.21,0.4487,2023-09-01,orange,ENID|#|OK|#|WEST BOWDLE|#|SD|#|BNSF|#|SINGLE|#|AMMONIA|#|T|#|2023-09-01|#|2024-02-29|#|
"JUDD, IA","JOICE, IA",SINGLE,CN-IOWAF-UP,UAN,Q,,,106,,,,,,,,39.17,0.3695,2023-07-06,grey,JUDD|#|IA|#|JOICE|#|IA|#|CN-IOWAF-UP|#|SINGLE|#|UAN|#|Q|#||#||#|
"ENID, OK","SIDNEY, NE",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,706,3.64,NE - CHAPPELL,3909,40.3,43.94,3491,35.99,39.63,0.0622,2023-07-01,red,ENID|#|OK|#|SIDNEY|#|NE|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|NE - CHAPPELL
"ENID, OK","CORONADO, AZ",SINGLE,BNSF,AMMONIA,T,2023-09-01,2024-02-29,854,,,,,,,355.54,359.15,0.4206,2023-09-01,orange,ENID|#|OK|#|CORONADO|#|AZ|#|BNSF|#|SINGLE|#|AMMONIA|#|T|#|2023-09-01|#|2024-02-29|#|
"SAINT JAMES, LA","CARLSBAD, NM",SINGLE,UP-FORTH-BNSF,METHANOL,F,,,905,,,,,,,,7098.42,0.0891,2023-10-01,grey,SAINT JAMES|#|LA|#|CARLSBAD|#|NM|#|UP-FORTH-BNSF|#|SINGLE|#|METHANOL|#|F|#||#||#|
"MINNEAPOLIS, MN","WOLSEY, SD",SINGLE,BNSF,ATS,C,2023-01-01,2023-12-31,352,,,,,,,33.51,34.7,0.0986,2022-07-01,orange,MINNEAPOLIS|#|MN|#|WOLSEY|#|SD|#|BNSF|#|SINGLE|#|ATS|#|C|#|2023-01-01|#|2023-12-31|#|
"ENID, OK","GLENWOOD, AR",SINGLE,UP,UREA,T,2022-07-01,2023-06-30,633,3.26,AR - SOUTH,4264,43.96,47.22,3806,39.24,42.5,0.0746,2022-07-01,red,ENID|#|OK|#|GLENWOOD|#|AR|#|UP|#|SINGLE|#|UREA|#|T|#|2022-07-01|#|2023-06-30|#|AR - SOUTH
"ENID, OK","PASCO, WA",SINGLE,BNSF,SUPERU,T,2023-07-01,2023-12-31,1977,6.73,PT TO PT,,84.81,91.54,,77.35,84.08,0.0463,2023-07-01,orange,ENID|#|OK|#|PASCO|#|WA|#|BNSF|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"BRANDON, MB","GLADE SPRING, VA",SINGLE,CPRS-CHGO-NS,UAN,F,,,707.35714285714289,,,,,,,,82.5,0.1166,2023-08-01,grey,BRANDON|#|MB|#|GLADE SPRING|#|VA|#|CPRS-CHGO-NS|#|SINGLE|#|UAN|#|F|#||#||#|
"ST LOUIS (ALL), MO","CHAPPELL, NE",SINGLE,UP,DAP,T,2023-07-01,2024-06-30,779,4.02,NE - CHAPPELL,5520,56.91,60.92,4929,,54.83,0.0782,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|CHAPPELL|#|NE|#|UP|#|SINGLE|#|DAP|#|T|#|2023-07-01|#|2024-06-30|#|NE - CHAPPELL
"BRANDON, MB","CHICAGO, IL",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,986,,,,,,16404,210.31,217.82,0.2209,2023-01-01,grey,BRANDON|#|MB|#|CHICAGO|#|IL|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"WILMINGTON, NC","LEESBURG, GA",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,605,,PF - GA COOLIDGE,4608,47.51,47.51,3840,39.59,39.59,0.0785,2023-03-01,blue,WILMINGTON|#|NC|#|LEESBURG|#|GA|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - GA COOLIDGE
"BEAMER, AB","KITIMAT, BC",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,916,,,,,,14346,183.92,192.24,0.2099,2023-01-01,grey,BEAMER|#|AB|#|KITIMAT|#|BC|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"CHICAGO, IL","PARKER CITY, IN",SINGLE,CSXT,UAN,T,2023-07-01,2024-06-30,298,,PF - IN PARKER CITY,,,,3097,31.6,31.6,0.106,2023-07-01,blue,CHICAGO|#|IL|#|PARKER CITY|#|IN|#|CSXT|#|SINGLE|#|UAN|#|T|#|2023-07-01|#|2024-06-30|#|PF - IN PARKER CITY
"MOOSE JAW, SK","ALDEN, IA",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,1543,,,,,,29427,377.27,389.02,0.2521,2023-01-01,grey,MOOSE JAW|#|SK|#|ALDEN|#|IA|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"CHICAGO, IL","FOUR OAKS, NC",SINGLE,CSXT,ATS,T,2023-07-01,2024-06-30,1046,,PF - NC MONCURE,,,,3706,37.82,37.82,0.0362,2023-07-01,blue,CHICAGO|#|IL|#|FOUR OAKS|#|NC|#|CSXT|#|SINGLE|#|ATS|#|T|#|2023-07-01|#|2024-06-30|#|PF - NC MONCURE
"CHICAGO, IL","LODA, IL",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,100,,,,,,5311,68.09,68.85,0.6885,2023-01-01,grey,CHICAGO|#|IL|#|LODA|#|IL|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"ENID, OK","WARDEN, WA",SINGLE,BNSF,SUPERU,T,2023-07-01,2023-12-31,2144,7.29,PT TO PT,,77.77,85.06,,75.37,82.66,0.0397,2023-07-01,orange,ENID|#|OK|#|WARDEN|#|WA|#|BNSF|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"ENID, OK","MILWAUKEE, WI",SINGLE,UP,SUPERU,T,2023-07-01,2024-06-30,941,4.85,WI - SOUTH,4930,50.82,55.68,4401,45.37,50.22,0.0592,2023-07-01,red,ENID|#|OK|#|MILWAUKEE|#|WI|#|UP|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2024-06-30|#|WI - SOUTH
"BRANDON, MB","SLINGER, WI",SINGLE,CN,UAN,C,2023-01-01,2023-12-31,840,,,,,,3121,31.85,36.94,0.044,2023-01-01,grey,BRANDON|#|MB|#|SLINGER|#|WI|#|CN|#|SINGLE|#|UAN|#|C|#|2023-01-01|#|2023-12-31|#|
"ROSEPORT, MN","WATERLOO, NY",SINGLE,UP-CHGO-CSXT,ATS,F,,,1055,,,,,,,,73.53,0.0697,2023-07-01,grey,ROSEPORT|#|MN|#|WATERLOO|#|NY|#|UP-CHGO-CSXT|#|SINGLE|#|ATS|#|F|#||#||#|
"LAFAYETTE, IN","BEAVERVILLE, IL",SINGLE,KBSR,10-34-0,T,2021-11-01,,,,,,,,525,5.36,5.36,,2021-11-01,grey,LAFAYETTE|#|IN|#|BEAVERVILLE|#|IL|#|KBSR|#|SINGLE|#|10-34-0|#|T|#|2021-11-01|#||#|
"GILMAN, IL","KENTLAND, IN",SINGLE,TPW,10-34-0,T,2023-01-01,2023-12-31,29,,,,,,1762,17.98,18.22,0.6281,2023-01-01,grey,GILMAN|#|IL|#|KENTLAND|#|IN|#|TPW|#|SINGLE|#|10-34-0|#|T|#|2023-01-01|#|2023-12-31|#|
"ENID, OK","WEBBERVILLE, MI",SINGLE,BNSF-CHGO-CSXT,UREA,F,,,1013,,,,,69.15,,,57.82,0.0683,2023-07-01,grey,ENID|#|OK|#|WEBBERVILLE|#|MI|#|BNSF-CHGO-CSXT|#|SINGLE|#|UREA|#|F|#||#||#|
"SAINT LOUIS, MO","SAINT PAUL, MN",SINGLE,BNSF,DAP,T,2023-07-01,2023-12-31,585,1.99,"",,45.47,47.46,,,44.26,0.0811,2023-07-01,orange,SAINT LOUIS|#|MO|#|SAINT PAUL|#|MN|#|BNSF|#|SINGLE|#|DAP|#|T|#|2023-07-01|#|2023-12-31|#|
"ENID, OK","ADAMS, WI",SINGLE,UP,SUPERU,T,2023-07-01,2024-06-30,1063,5.48,WI - SOUTH,4930,50.82,56.3,4401,45.37,50.85,0.053,2023-07-01,red,ENID|#|OK|#|ADAMS|#|WI|#|UP|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2024-06-30|#|WI - SOUTH
"BRANDON, MB","MEADVILLE, PA",SINGLE,CPRS-CHGO-NS-MEAVL-WNYP,ATS,F,,,1481,,,,,,,,82.06,0.0554,2023-08-01,grey,BRANDON|#|MB|#|MEADVILLE|#|PA|#|CPRS-CHGO-NS-MEAVL-WNYP|#|SINGLE|#|ATS|#|F|#||#||#|
"MICHOUD, LA","SCOTIA, SC",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,731,,PF - SC SCOTIA,5602,57.75,57.75,4667,48.11,48.11,0.079,2023-03-01,blue,MICHOUD|#|LA|#|SCOTIA|#|SC|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - SC SCOTIA
"ST LOUIS (ALL), MO","QUILL LAKE, SK",SINGLE,CN,DAP,C,2023-07-01,2024-06-30,1630,9.98,"",6479,66.79,76.78,5900,,70.81,0.0471,2023-07-01,grey,ST LOUIS (ALL)|#|MO|#|QUILL LAKE|#|SK|#|CN|#|SINGLE|#|DAP|#|C|#|2023-07-01|#|2024-06-30|#|
"CHARLOTTE, NC","AFTON, NY",SINGLE,NS,UREA,T,2023-08-01,,725,3.89,,,38.33,42.22,,34.16,38.05,0.0582,2023-08-01,grey,CHARLOTTE|#|NC|#|AFTON|#|NY|#|NS|#|SINGLE|#|UREA|#|T|#|2023-08-01|#||#|
"NEW ORLEANS, LA","HOLLY HILL, SC",SINGLE,CSXT,DAP,T,2023-03-01,2024-02-29,833,,"",5276,54.39,54.39,4785,,49.33,0.0653,2023-03-01,blue,NEW ORLEANS|#|LA|#|HOLLY HILL|#|SC|#|CSXT|#|SINGLE|#|DAP|#|T|#|2023-03-01|#|2024-02-29|#|
"COUNCIL BLUFFS, IA","ASHTON, ID",SINGLE,UP,MAP,T,2023-07-01,2024-06-30,1157,5.96,ID - IDAHO FALLS,6347,65.43,71.4,5668,,64.4,0.0617,2023-07-01,red,COUNCIL BLUFFS|#|IA|#|ASHTON|#|ID|#|UP|#|SINGLE|#|MAP|#|T|#|2023-07-01|#|2024-06-30|#|ID - IDAHO FALLS
"CHICAGO, IL","WOOSTER, OH",SINGLE,CSXT-WRWCK-RJCL,UAN,T,2023-07-01,2024-06-30,358,,PF - OH CLEVELAND,,,,4632,47.27,47.27,0.132,2023-07-01,grey,CHICAGO|#|IL|#|WOOSTER|#|OH|#|CSXT-WRWCK-RJCL|#|SINGLE|#|UAN|#|T|#|2023-07-01|#|2024-06-30|#|PF - OH CLEVELAND
"CHICAGO, IL","DURANT, IA",SINGLE,IAIS,ATS,T,2023-10-01,2024-09-30,185,,QUAD CITIES IAIS GRP,,,,1734,17.69,19.28,0.1042,2023-10-01,grey,CHICAGO|#|IL|#|DURANT|#|IA|#|IAIS|#|SINGLE|#|ATS|#|T|#|2023-10-01|#|2024-09-30|#|QUAD CITIES IAIS GRP
"DANVILLE JUNCTION, ME","FT FAIRFIELD, ME",SINGLE,CSXT (ST),ATS,Q,,,370,,,,,,3050,31.12,31.12,0.0841,2023-03-30,grey,DANVILLE JUNCTION|#|ME|#|FT FAIRFIELD|#|ME|#|CSXT (ST)|#|SINGLE|#|ATS|#|Q|#||#||#|
"CHICAGO, IL","RUSSIA, OH",SINGLE,CSXT,ATS,T,2023-07-01,2024-06-30,302,,PF - OH BOTKINS,,,,2295,23.42,23.42,0.0775,2023-07-01,blue,CHICAGO|#|IL|#|RUSSIA|#|OH|#|CSXT|#|SINGLE|#|ATS|#|T|#|2023-07-01|#|2024-06-30|#|PF - OH BOTKINS
"MAYNE, SK","LEADER, SK",SINGLE,GSR,10-34-0,T,2023-08-01,2024-07-31,89,,,,,,881,8.99,9.58,0.1077,2023-08-01,grey,MAYNE|#|SK|#|LEADER|#|SK|#|GSR|#|SINGLE|#|10-34-0|#|T|#|2023-08-01|#|2024-07-31|#|
"BRANDON, MB","MARION, PA",SINGLE,CPRS-CHGO-NS,ATS,F,,,1784,,,,,,,,82.54,0.0463,2023-08-01,grey,BRANDON|#|MB|#|MARION|#|PA|#|CPRS-CHGO-NS|#|SINGLE|#|ATS|#|F|#||#||#|
"BRANDON, MB","TULLY, NY",SINGLE,CPRS-CHGO-CSXT-SYRAC-NYSW,UAN,F,,,1709,,,,,,,,94.17,0.0551,2023-07-01,grey,BRANDON|#|MB|#|TULLY|#|NY|#|CPRS-CHGO-CSXT-SYRAC-NYSW|#|SINGLE|#|UAN|#|F|#||#||#|
"MANKATO, MN","ONIDA, SD",SINGLE,RCPE,DAP,T,2023-04-01,2024-03-31,327,2.97,"",2500,25.77,28.74,2395,,27.66,0.0879,2023-04-01,grey,MANKATO|#|MN|#|ONIDA|#|SD|#|RCPE|#|SINGLE|#|DAP|#|T|#|2023-04-01|#|2024-03-31|#|
"SAINT JAMES, LA","POSEY, TX",SINGLE,UP-FORTH-BNSF,METHANOL,F,,,795,,,,,,,,7919.12,0.1132,2023-10-01,grey,SAINT JAMES|#|LA|#|POSEY|#|TX|#|UP-FORTH-BNSF|#|SINGLE|#|METHANOL|#|F|#||#||#|
"GRANITE CITY, IL","GRASSY LAKE, AB",SINGLE,KCS-KCITY-CPRS,DAP,F,,,,,"",,,,,,83.8,,2023-07-01,grey,GRANITE CITY|#|IL|#|GRASSY LAKE|#|AB|#|KCS-KCITY-CPRS|#|SINGLE|#|DAP|#|F|#||#||#|
"ENID, OK","STEUBENVILLE, OH",SINGLE,BNSF-CHGO-CSXT-GRNWH-WE,UREA,F,,,1171,,,,,79.3,,,68.08,0.0677,2023-07-01,grey,ENID|#|OK|#|STEUBENVILLE|#|OH|#|BNSF-CHGO-CSXT-GRNWH-WE|#|SINGLE|#|UREA|#|F|#||#||#|
"ENID, OK","YUMA, AZ",SINGLE,UP,UAN,T,2023-07-01,2024-06-30,1446,,AZ - WELLTON,,,,7803,79.62,87,0.0602,2023-07-01,red,ENID|#|OK|#|YUMA|#|AZ|#|UP|#|SINGLE|#|UAN|#|T|#|2023-07-01|#|2024-06-30|#|AZ - WELLTON
"BRANDON, MB","YODER, IN",SINGLE,CPRS-CHGO-NS,UAN,F,,,1149,,,,,,,,73.47,0.0639,2023-08-01,grey,BRANDON|#|MB|#|YODER|#|IN|#|CPRS-CHGO-NS|#|SINGLE|#|UAN|#|F|#||#||#|
